Title,Fuel,Price,Engine,Location,Transmission,Range,Description
denza d9 (2025),Listrik,Rp 855.000.000,>3.000 cc,"Kebayoran Baru, Jakarta Selatan",Automatic,5.000-10.000 Km,"Deskripsi [ B GANJIL AQY ] Denza D9 D 9 Elite FWD 4x2 EV AT Arctic White NIK 2025, PAJAK BULAN 4 (2026), ODOMETER LOW 7RB KM RECORD AUTHORIZED GARANSI BATERAI 8 TAHUN ATAU 160,000 KM & GARANSI 6 TAHUN ATAU 150,000 KM OTR KREDIT 855JT OTR CASH 930JT Spesifikasi : * Tangan Pertama Dari Baru, Pribadi * Portable Charger Tersedia * BYD Blade (LFP) Battery 103.36 kWh 230 kW (360 Nm) * 10 Minute Charge Range 150 KM * Pure Electric Range NEDC 600 KM * 0-100km/h Acceleration On 9,5 s * Dynaudio 14 Speaker * Electric Panoramic Sunroof * DRIVER ASSISTANCE SYSTEMS : ACC, AEB, BSD, IHBC, FCW, RCW, RCTA, ICC, RCTB, ELKA, TSR * ULTRA-INTELLIGENT INTERACTIVE COCKPIT : 15.6-inch Integrated Apple Carplay & Android Auto With 10.25-inch Full LCD 3D Dashboard * AC Digital Triple Zone * Ambience Light Multi Colour, Wireless Charging * Electric Leather Seat With Memory Seat + Multi Function Dual LCD Screen (Middle Row) * Full LED Headlamp With DRL * LED Tail Light * 360 Surround Camera, Parking Censor * Power Back Door * Kaca Film Vkool * Buku Service, NFC Card, Kunci Cadangan Tersedia \Menerima Jual, Beli dan Tukar Tambah Proses Kredit Bisa Dibantu ( Rumah Sewa dll S&K ) KTP Daerah Bisa Proses Dijamin Tidak Bekas Banjir dan Tabrakan (General Check-Up Bengkel Resmi) Minat Hubungi Dede Focus Motor ( Call / WA )"
mercedes-benz c300 (2022),Bensin,Rp 735.000.000,>2.000 - 3.000 cc,"Mampang Prapatan, Jakarta Selatan",Automatic,15.000-20.000 Km,"Deskripsi NIK 2022 Odo 19xxx Polar White on Black Tax Paid until March Spec: ""PPF Interior Screen & Trim"" ""AMG Panamericana Grill"" ""Distronic Adaptive Cruise Control"" ""StarService until 2028"" 2000cc Turbo EQ Boost mild hybrid 258hp / 400Nm 9G-Tronic automatic transmission 360° Camera AMG Line Exterior & Interior Ambient Lighting Active Brake Assist Active Lane Keeping Assist Active Parking Assist Blind Spot Assist Dynamic Select Driving Modes Electric Front Seats with Memory Electric Steering Adjustment Handsfree Tailgate Keyless Comfort Access LED High Performance Headlamps Panoramic Sliding Sunroof Rear Sunblind Apple CarPlay & Android Auto MBUX Multimedia & Navigation 11.9"" Diagonal Central Display 12.9"" Digital Instrument Display Wireless Charging Wireless Smartphone Integration 18"" AMG Wheels with Run Flat Tyres Location : Bursa Mobil Bsd Block B no. 3A, B6 Jl. Raya BSD Utama, Tangerang Selatan, Urban Motorsport Benefits: 3 Steps Polishing Car is 100% guaranteed that it isn't crashed/ flooded Terima tuker tambah 30 Day warranty for Engine & Transmission From Otospector Sertifikat Garansi Bebas Tabrak Dan Banjir OTR 735jt Khusus Paket DP Minim CIMB Niaga! 4 Tahun TDP 85 Juta angs 22.4 jt 5 Tahun TDP 65 Juta angs 19.7 jt 6 Tahun TDP 45 Juta angs 18.5 jt Paket Cimb Niaga TDP Normal 4 Tahun TDP 200 Juta angs 19.9 jt 5 Tahun TDP 200 Juta angs 17.4 jt 6 Tahun TDP 235 Juta angs 16.4 jt Paket Bunga 0% 1 Tahun TDP 575 Juta Angs 28.8 jt x 11 Note : TDP Sudah Termasuk : * Down Payment * Angsuran pertama * Biaya Admin * Asuransi Harga Cash by Ask"
toyota alphard (2022),Bensin,Rp 790.000.000,>2.000 - 3.000 cc,"Kebayoran Baru, Jakarta Selatan",Automatic,65.000-70.000 Km,"Deskripsi Bismillahirahmannirrahim.. . Dijual Aphard G 2.5 A/T . • Tahun 2022 (NIK 2021)790 • ODO Low kilometer 60 ribuan • Nopol cantik lucky number 2 digit • Surat lengkap, pajak ON dan STNK panjang • Fitur dan electrical semua normal dan aman • No nabrak No banjir • Terawat tinggal pakai . Harga IDR 790.000.000,- cash"
land rover range rover evoque (2014),Bensin,Rp 355.000.000,>1.500 - 2.000 cc,"Kebayoran Baru, Jakarta Selatan",Automatic,45.000-50.000 Km,"Deskripsi Mobil ini pemakaian Pribadi Sangat Terawat Warna Putih Tipe tertinggi Hati Hati Terkecoh Face Lift Harman Kardon Speaker Panoramic Sun Roof Pemakaian 2014 nik 2013 Electric seat dan memory seater Cash beda harga Termurah se OLX Siapa cepat dapat Pajak hidup 03 26 Bisa tukar tambah Black on Red Kursi masih bawaan Ori Power Back Door Bisa tukar tambah dengan mobil anda Kami memiliki Mesin EDC Bank dan bisa Payment memakai Kartu Kredit anda dan kami bisa mengubahnya menjadi Cicilan sesuai kebutuhan anda di Mesin EDC Kami Mohon Maaf untuk jam operasional showroom, Hanya kami satu2nya SHOWROOM MOBIL se-Indonesia yang pada hari Minggu dan tanggal Merah Tutup atau Libur Untuk pengertiannya kami ucapkan Terima kasih banyak..."
honda cr-v (2010),Bensin,Rp 99.000.000,>1.500 - 2.000 cc,"Pasar Minggu, Jakarta Selatan",Otomatis,120000 Km,Deskripsi Merek mobil: Honda Tahun pembuatan: 2010 Model mobil: CR-V Varian mobil: 2.0 i-VTEC Bensin-AT Jenis bahan bakar mobil: Bensin Jarak tempuh mobil: 120000 Warna mobil: Hitam Transmisi mobil: Otomatis Tipe penjual: Dealer Honda new crv at cc 2.0 th 2010 Mobil joss gandoss tgl pakai aja Yo om non dp 0 kpn lagi beli mobil tanpa dp Pjk 10/25 Km 100an Cash 105 Kridit 99 jt dp 0 angsuran 3390 x 4 th Cukup bayar admin aja Mesin sehat Ban baru2 Kaki2 seyap Metik joss Ac ok Body super mulus Oli baru ganti Grati oli mesin Silakan cek unitya biar puas bawa mekanik Kepuasan andan 7an kami Mau tayak2 unit lain msh bayak yg no dp Kami di beksi posh harapan indah Trimaksih dah mo singgah di iklan lami
honda civic (2012),Bensin,Rp 275.000.000,>1.500 - 2.000 cc,"Batujajar, Bandung Barat Kab.",Automatic,70.000-75.000 Km,"Deskripsi Dijual : Honda civic euro FK2 Rare item Desain yang Timeless dan Sporty · Eksterior: Desainnya masih terlihat modern dan gagah untuk mobil berusia lebih dari 10 tahun. Bentuknya low-profile, dengan garis bodi yang tajam dan agresif, terutama pada tipe RS yang memiliki bodykit dan velg yang lebih sporty. · Interior: Konsep ""dual-layer"" atau dua tingkat pada dasbor terlihat sangat futuristik. Meter cluster digital yang menerapkan teknologi ""skyline ambience"" (garis-garis cahaya yang bisa berubah warna) memberikan kesan mewah dan high-tech yang tidak biasa di eranya. Desain Timeless, sporty, dan futuristik Mesin Irit, responsif, dan sangat bandel (reliable) Kenyamanan Kabin dan bagasi luas, suspensi nyaman Handling Stabil dan solid di berbagai kondisi Nilai Jual Resale value yang sangat tinggi Komunitas Parts dan modifikasi melimpah. Otr Cash 275jt Negotiable Hub Sonic luxury Mangga dua mall"
honda cr-v (2011),Bensin,Rp 125.000.000,>2.000 - 3.000 cc,"Kebayoran Baru, Jakarta Selatan",Automatic,125.000-130.000 Km,Deskripsi honda CRV 2.4 AT 2011 facelift Burgundy int cream Electric seat ac digital Jok kulit Km 130rb asli service record siap pakai
bmw x5 (2020),Bensin,Rp 742.000.000,>2.000 - 3.000 cc,"Kebayoran Lama, Jakarta Selatan",Automatic,10.000-15.000 Km,"Deskripsi BMW X5 xDrive 4.0i G05 2020 Abu-Abu Perfect Condition -NIK 2020 -Odometer 16rb miles / 26rb KM -Pajak sd 14 Jul 2026 (14/07/2026) -Warna Abu-Abu metalik -Plat B 2428 SMG (Genap) -3000 cc TwinPower Turbo -Air Suspension + All Wheel Drive -Rear Seat Entertainment -Panoramic Sliding Roof -4 Dynamic Driving Mode (Sport, Comfort, Eco Pro, Adaptive) -Bluetooth Audio + LCD Touchscreen + Screen Mirroring + Wireless Charging + Ambient Light -Audio Steering Control + Speed Limit + Cruise Control -Navigation GPS Indonesia -Speedometer Digital -Parking Sensor Depan Belakang + Rear Parking Camera -Keyless + Engine Start Stop + Auto Start Stop -Electric Parking Brake + Rain Sensor -Daytime Running Light (DRL) -Leather + Electric + Memory Seat -Paddle Shift -Electric + Retractable Mirror -Power Back Door *Kilometer ASLI *Dokumen lengkap dan asli *Tidak pernah tabrakan dan bebas banjir Harga Paket Kredit CIMB Niaga Auto Finance OTR 742 TDP 13 Angsuran 21.800 x 71 Angsuran 23.176 x 59 Angsuran 26.367 x 47 Paket Kredit BCA Finance TDP 191 Angsuran 17.266 x 59 Angsuran 20.171 x 47 Angsuran 25.227 x 35 Harga CASH beda lagi (harga di atas adalah harga Paket Kredit) Dijamin Puas Setelah Melihat Barang (Ada Harga Ada Kualitas) Lokasi : WTC Mangga Dua Lt. 3A No 55, 60i, 61, 62, 78, 85, 97-99 (AW Auto Cars)"
toyota voxy (2017),Bensin,Rp 250.000.000,>1.500 - 2.000 cc,"Cilandak, Jakarta Selatan",Automatic,45.000-50.000 Km,Deskripsi TOYOTA VOXY 2017 HITAM - Atas Nama PT Pribadi - KM 47rb (Servis Record Resmi Toyota) - Ban Tebal 2024 - Pajak Bulan 11 - 2025 - Kunci Serep Lengkap - Surat - Surat Lengkap - Mobil KM Low istimewa Harga Khusus Kredit Bca : 250 jt DP Rendah 35 jt Angsuran 9.340 (3 Tahun) 35 jt Angsuran 7.638 (4 Tahun) 78 jt Angsuran 7.000 (3 Tahun) 78 jt Angsuran 5.580 (4 Tahun) Harga Cash Silahkan Bertanya ALFA AUTO Mall Season City P5 Blok J13 Jakarta Barat
mitsubishi pajero sport (2024),Diesel,Rp 525.000.000,>2.000 - 3.000 cc,"Kebayoran Lama, Jakarta Selatan",Automatic,20.000-25.000 Km,Deskripsi MITSUBISHI PAJERO SPORT DAKAR 2024 DIESEL SUNROOF FULL ORIGINAL SOLAR NIK 2023 Warna Putih Mutiara Tangan 1 dari baru An Perorangan Pajak April 2026 KM 29 RIBU Servis Record Mitsubishi Resmi Buku Servis dan Buku Manual Lengkap Sunroof Cat Full Original Belum Pernah Repaint Selalu Pakai SHELL DIESEL Garansi tidak bekas tabrak dan banjir Leather Seat Istimewa NIK 2023 HARGA CASH Rp. 525 JUTA SMART AUTO GALLERY ITC PERMATA HIJAU. Lantai 5 Lot A 3. Jakarta Selatan
suzuki ertiga (2024),Hybrid,Rp 220.000.000,>1.000 - 1.500 cc,"Pesanggrahan, Jakarta Selatan",Automatic,10.000-15.000 Km,"Deskripsi FOR SALE Suzuki Ertiga 1.5 Hybrid SS Cruise Control AT Putih Metalik NIK 2024, PAJAK BULAN 6 (2025), ODOMETER LOW 10RB KM RECORD AUTHORIZED GARANSI SUZUKI 3 TAHUN ATAU 100.000 KM - BELI MOBIL BEKAS TANPA KHAWATIR CUMA DI BELANJAMOBIL! Kami Berikan Garansi Langsung 1 Tahun GRATIS! Jaminan Garansi Meliputi : 1. Mesin 2. Transmisi 3. AC 4. Kaki-kaki 5. Sistem Pengereman 6. Layanan ERA (Emergency Road Asistance, Towing darurat) Bonus! Free Detailing (pembersihan) 2x (1 tahun) -UNIT 100% BEBAS TABRAK DAN BEBAS BANJIR (garansi uang kembali) -Dokumen ABSAH Focus Motor / Belanja Mobil sudah hadir di Indonesia sejak 25 tahun. Prioritas kami adalah menjaga kepuasan customer dan berkomitmen untuk menghadirkan mobil bekas terbaik untuk konsumen. - OTR KREDIT 220JT OTR CASH BY CALL Bunga 0% TDP 189,470,000 Angsuran 9,167,000 x11 DP Normal 20% TDP 69,061,952 Angs 5,463,208 4th x47 TDP 70,657,619 Angs 4,758,278 5th x59 DP Minim Tdp 46jt Angs 6.861.000 x47 tlo Tdp 41jt Angs 6.035.500 x59 tlo Untuk request DP / Hitungan lain, silakan hubungin kami Harga kredit tertera adalah harga minimal kredit dengan tenor 4 & 5 tahun, diluar itu mengikuti harga Cash (karena kami mensubsidi refund bunga kepada anda) - Spesifikasi : * Tangan pertama dari baru, Pribadi * ⁠Tipe tertinggi * Smart Hybrid Technology * Engine 1.5 cc VVT Hybrid Automatic * Keyless Start Stop Engine * Interior Dan Eksterior GRES LIKE NEW * Door Handle, List Dashboard Carbon Fiber Accent * Electric Miror And Retractable Mirror * Audio Steering Switch * AC Digital Single Zone With Blower * MID DIgital * Headunit 7 Inch Touchscreen Navigasi, Multimedia, Phone Connection With Suzuki Connect * Adjustable Jok Fabric * LED Projector Headlamp * SRS Airbags, ABS, BA, VSC, COMPLETE SAFETY CAR * Rear Parking Camera, Parking Censor, Auto Start Stop * Kaca Film Solar Gard * Buku Manual, Buku Service, Kunci Cadangan Tersedia LOKASI : Bursa Otomotif Mangga Dua Square, Focus Motor, Jakarta Utara. (EZX) (C)"
suzuki xl7 (2023),Hybrid,Rp 209.000.000,>1.000 - 1.500 cc,"Pesanggrahan, Jakarta Selatan",Automatic,20.000-25.000 Km,"Deskripsi FOR SALE Suzuki Ertiga XL7 XL 7 Beta Hybrid AT Hitam NIK 2023 KM22rb Record AUTHORIZED !! - BELI MOBIL BEKAS TANPA KHAWATIR CUMA DI BELANJAMOBIL! Kami Berikan Garansi Langsung 1 Tahun GRATIS! Jaminan Garansi Meliputi : 1. Mesin 2. Transmisi 3. ⁠AC 4. ⁠Kaki-kaki 5. ⁠Sistem Pengereman 6. ⁠Layanan ERA (Emergency Road Asistance, Towing darurat) Bonus! Free Detailing (pembersihan) 2x (1 tahun) -UNIT 100% BEBAS TABRAK DAN BEBAS BANJIR (garansi uang kembali) -Dokumen ABSAH ⁠Focus Motor / Belanja Mobil sudah hadir di Indonesia sejak 25 tahun. Prioritas kami adalah menjaga kepuasan customer dan berkomitmen untuk menghadirkan mobil bekas terbaik untuk konsumen. - OTR KREDIT 209JT OTR CASH ASK Bunga Premium TDP 57,855,169 Angs 5,456,000 x47 TDP 52,101,762 Angs 4,796,000 x59 DP Minim Tdp 42jt Angs 5,880,500 x47 tlo Tdp 39jt Abgs 5,172,500 x59 tlo UNTUK REQUEST DP / HITUNGAN LAIN, SILAHKAN HUBUNGI KAMI Harga kredit tertera adalah harga minimal kredit dengan tenor 4 & 5 tahun, diluar itu mengikuti harga Cash (karena kami mensubsidi refund bunga kepada anda) - Spesifikasi : #Pajak Bulan 10-2025 #Tangan1daribaruPribadi - Dual SRS Airbags, ABS, EBD, ESP, HHC - Keyless Start Engine - AC Digital Double Blower - Electric Retract Mirror + Audiosteer - Headunit Touchscreen Original + Camera - Interior Jok Orisinil Fabric, Headlamp DRL, Foglamp, Spoiler, Sensorparking, Velg OEM, Roofrail - Buku Service Buku Manual Kunciserep LOKASI : Bursa Otomotif Mangga Dua Square, Focus Motor, Jakarta Utara. (UIW) (A)"
nissan livina (2012),Listrik,Rp 75.000.000,>1.000 - 1.500 cc,"Pesanggrahan, Jakarta Selatan",Automatic,25.000-30.000 Km,Deskripsi Merek mobil: Nissan Tahun pembuatan: 2012 Model mobil: Livina Varian mobil: mobil-bekas-nissan-livina-1.5-bensin-at-AT Jenis bahan bakar mobil: Listrik Jarak tempuh mobil: 140000 Warna mobil: Abu-Abu Transmisi mobil: Otomatis Fungsi AC: Bekerja Baik (Tidak ada masalah) Tipe penjual: Individual Kondisi cat mobil: Tidak pernah Plat mobil: B
toyota fortuner (2016),Diesel,Rp 308.000.000,>2.000 - 3.000 cc,"Kebayoran Baru, Jakarta Selatan",Automatic,120.000-125.000 Km,"Deskripsi FORTUNER VRZ AUTOMATIC DIESEL 2016 ISTIMEWA !! ●Kenapa Harus Membeli Mobil ini : - MOBIL FULL ORIGINAL LUAR+DALAM (Sertifikat Inspeksi Tersedia By Oto-Klik) - MOBIL SUPERB CONDITION (SANGAT BAGUS DAN TERAWAT) - FREE GARANSI MESIN+TRANSMISI 1 TAHUN (Khusus Pembelian Di Showroom Kami) - MOBIL SEGER ABIS UNTUK TAHUN 2016 (Lihat Pasti Jatuh Cinta Juragan) - PAJAK O9-2025 NOPOL B DKI | GANJIL - 100% Bebas Banjir/Tabrak (BERGARANSI 100% AMAN) - Mobil Bekas Bergaransi Hanya disini ●Harga Spesial Khusus Kredit Paket 4+5+6 Tahun : •OTR Rp.3O8.OOO.OOO,- ●Diluar Dp Paket OTR Menyesuaikan ●Harga Cash Berbeda : By Call Only ●Paket Kredit Tdp Murah + Angsuran Murah •TDP. Rp.45.OOO.OOO,-NEGO TIPIS •Angsuran Rp. 8.546.9OO x 47 bulan •Angsuran Rp. 7.4O2.8OO x 59 bulan •Angsuran Rp. 7.185.5OO x 71 bulan Asuransi TLO GARANSI MESIN+TRANSMISI 1 YEAR ●Harga Cash : Nego Ditempat Sampai Deal Juragan ●Harga Masih Bisa Nego Setelah Lihat Unit di Showroom Kami ●Disarankan Datang,Nego Sampai Deal,Bonus Ngopi Gratis Juragan/Bosku ●BELI MOBIL BEKAS BERKWALITAS DISINI Semua Mobil Kita Bergaransi Money Back Warranty : • Mobil Bukan Ex-Tabrak/Banjir • Bukan Bekas Rental/Lelang • Surat-surat Asli Tidak Bermasalah ●Spesifikasi Kendaraan : • Warna Hitam • Rear Camera Parking • Roof Top Monitor LCD • Tilt Steering + Telescoptic • Electric Seat Driver • Ac Digital Climate Control • Power Back Door NORMAL • Keyless + Start Stop Engine Buton • Hi-Beam Head Lamp + LED • 3 SRS Air Bag • Spion Retractable + Auto Folding • Audio Double Din ORIGINAL • Kunci Cadangan LENGKAP • Buku Service,Manual Book KOMPLIT • Jok Full Brown Leather Seat (SUPER BERSIH LIKE NEW) • Transmisi Automatic Smooth ABIS • AC Dingin Ga Pake Alasan Ini Itu (GARANSI AMAN) • Ban 4Pcs 85% MASIH OKE • Mesin 2.4L Diesel Irit & Powerfull • Irit BBM 1 : 1O KM / Liter • Pajak Bulan O9-2O25 Nopol B • Mobil Fresh Tidak ada Masalah • Barang Istimewa Terawat • Ready to use • Transmisi Garansi Tidak Ada Masalah (Garansi 1 Tahun) • Interior Full Original • Mesin Kering No Rembes (Garansi 1 Tahun) • Exterior Mulus Abis • Lihat Pasti Jatuh Cinta Silahkan Hubungi : Wawan Call/WA 24 Jam ●Kalau Telvon Tidak Terangkat,Boleh WA Ya Juragan,Kadang Sedang dijalan,Jangan Inbox Via OLX Ya Gan,WA atau Telvon langsung aja Gan,Konsultasi Bebas Sekalian Nambah Temen ""KING'S AUTO SUMARECON SERPONG"" Bursa Mobil Sumarecon Serpong Blok F3+F5 Gading Serpong Tangerang (Sebrang Rs.Bethsaida Gading Serpong Tangerang) Terimakasih OLX"
lexus rx300 (2018),Bensin,Rp 619.000.000,>1.500 - 2.000 cc,"Kebayoran Baru, Jakarta Selatan",Automatic,90.000-95.000 Km,"Deskripsi Dijual Lexus RX300 Luxury tahun 2018 facelift Mobil premium SUV mewah, kondisi terawat, pajak panjang, dan harga menarik! Unit siap pakai, cocok untuk yang cari Lexus RX300 bekas berkualitas. Spesifikasi Lengkap Lexus RX300 Luxury 2018: •	Tahun produksi: 2018 (Facelift terbaru) •	Tipe: RX300 Luxury (full spec) •	Warna eksterior: Hitam Metalik •	Warna interior: Beige Mewah •	Kilometer: 90rb KM asli (bukan rekondisi) •	Pajak: Aktif hingga November 2025 •	Service record: Lengkap di bengkel resmi Lexus •	Dokumen: STNK, BPKB asli & lengkap Fitur Unggulan Lexus RX300 Luxury 2018: •	Jok kulit elektrik + ventilated (adem & nyaman) •	Sunroof elektrik •	Power back door (pintu bagasi otomatis) •	Head unit besar + Kamera 360° •	Adaptive cruise control •	Electric seat memory •	AC dual zone + climate control •	Mesin turbo bertenaga, kaki-kaki empuk & senyap Kondisi Mobil: •	Bukan bekas tabrakan •	Bukan bekas banjir •	Interior wangi & terawat •	Eksterior mulus •	Ban tebal, rem pakem, tinggal pakai langsung Pemilik. Nego di persilahkan"
honda cr-v (2023),Hybrid,Rp 625.000.000,>1.500 - 2.000 cc,"Mampang Prapatan, Jakarta Selatan",Automatic,15.000-20.000 Km,"Deskripsi FOR SALE Honda CR-V CR V CRV 2.0 RS Hybrid e HEV Sensing AT Hitam NIK 2023, PAJAK BULAN 12 (2025), ODOMETER LOW 15RB KM RECORD AUTHORIZED - BELI MOBIL BEKAS TANPA KHAWATIR CUMA DI BELANJAMOBIL! Kami Berikan Garansi Langsung 1 Tahun GRATIS! Jaminan Garansi Meliputi : 1. Mesin 2. Transmisi 3. AC 4. Kaki-kaki 5. Sistem Pengereman 6. Layanan ERA (Emergency Road Asistance, Towing darurat) Bonus! Free Detailing (pembersihan) 2x (1 tahun) -UNIT 100% BEBAS TABRAK DAN BEBAS BANJIR (garansi uang kembali) -Dokumen ABSAH Focus Motor / Belanja Mobil sudah hadir di Indonesia sejak 25 tahun. Prioritas kami adalah menjaga kepuasan customer dan berkomitmen untuk menghadirkan mobil bekas terbaik untuk konsumen. - OTR KREDIT 625JT OTR CASH BY CALL Bunga 0% TDP 462,067,000 Angsuran 23,167,000 x11 DP Minim Tdp 108jt Angs 17,080,000 x47 tlo Tdp 98jt Angs 15,002,500 x59 tlo UNTUK REQUEST DP / HITUNGAN LAIN, SILAKAN HUBUNGI KAMI Harga kredit tertera adalah harga minimal kredit dengan tenor 4 & 5 tahun, diluar itu mengikuti harga Cash (karena kami mensubsidi refund bunga kepada anda) - Spesifikasi : * Tangan Pertama Dari Baru, Pirbadi * BOSE 12 Speaker * Honda SENSING * Panoramic Sunroof * Engine 2.0 DOHC i-VTEC Engine + Electrical Motor (207 Ps & 335 Nm) * Keyless Start & Stop Engine * 3 Mode Drive System * Wireless Charging * Audio Steering Switch, Adaptive Cruise Control With Paddle Shift * 9 Inch Advanced Capacitive Touchscreen Display Audio, Smartphone Connection * Electric Leather Seat With Lumbar Support, 2 Slot Memory Seat * Full LED Headlamp with DRL, LED Foglamp * LED Stop Lamp * Airbags, ABS, BA, EBD, HSA, HDC, COMPLETE SAFETY CAR * Rear Parking Camera, Parking Sensor * Road Departure Mitigation, Lane Keep Assist, Auto High Beam, Collision Mitigation Braking * Electric Park Brake, Electric Brake Hold, Vehicle Stability Control * Power Back Door with Kick Sensor * Kaca Film 3M AutoFilm * Buku Manual, Buku Service, Kunci Cadangan Tersedia LOKASI : Bursa Otomotif Mangga Dua Square, Focus Motor, Jakarta Utara. (NJJ) (D)"
hyundai palisade (2022),Diesel,Rp 599.000.000,>2.000 - 3.000 cc,"Kebayoran Baru, Jakarta Selatan",Automatic,35.000-40.000 Km,"Deskripsi FOR SALE Hyundai Palisade Signature 2.2 Diesel Panoramic Sunroof Moonlight Cloud Blue on Navy NIK 2022 KM35rb Record AUTHORIZED Nano Coating Finegloss !! #Pajak Bulan 6-2025 #Tangan1daribaruPribadi - BELI MOBIL BEKAS TANPA KHAWATIR CUMA DI BELANJAMOBIL! Kami Berikan Garansi Langsung 1 Tahun GRATIS! Jaminan Garansi Meliputi : 1. Mesin 2. Transmisi 3. AC 4. Kaki-kaki 5. Sistem Pengereman 6. Layanan ERA (Emergency Road Asistance, Towing darurat) Bonus! Free Detailing (pembersihan) 2x (1 tahun) -UNIT 100% BEBAS TABRAK DAN BEBAS BANJIR (garansi uang kembali) -Dokumen ABSAH Focus Motor / Belanja Mobil sudah hadir di Indonesia sejak 25 tahun. Prioritas kami adalah menjaga kepuasan customer dan berkomitmen untuk menghadirkan mobil bekas terbaik untuk konsumen. - OTR KREDIT 599 JT OTR CASH BY CALL Bunga 0% TDP 495,499,000 Angsuran 24,500,000 x11 DP Minim Tdp 111jt Angs 18,056,000 x47 tlo Tdp 99jt Angs 15,860,000 x59 tlo Untuk request DP / Hitungan lain, silakan hubungin kami Harga kredit tertera adalah harga minimal kredit dengan tenor 4 & 5 tahun, diluar itu mengikuti harga Cash (karena kami mensubsidi refund bunga kepada anda) - Spesifikasi : - Panoramic Sunroof - Engine 2.199 cc 200 Hp (440 Nm) Diesel - Keyless Start Stop Engine - Drive Mode : ECO, Sport, Smart, Comfort, Mud, Snow, Sand - 8 Speed Shift-by-Wire Automatic Transmission - Audio Steering Switch, Paddle Shift, Cruise Control - Headunit Infotainment System Navigasi, Multimedia, Radio, Phone Connection - Electric Leather Seat + Lumbar Support (L/R) - Full LED Headlamp With DRL, Foglamp LED - Rear LED Stop Lamp - SRS Airbags, ABS, EBD, BA, BCW, HSA, LFA, COMPLETE SAFETY CAR - Electric Park Brake, Electric Auto Hold, Traction Control - Rear Parking Camera, Parking Sensor - Power Back Door - Buku Service Buku Manual Kunci Cadangan - KF Smith LOKASI : Bursa Otomotif Mangga Dua Square, Focus Motor, Jakarta Utara. (FBC) (A)"
suzuki xl7 (2023),Hybrid,Rp 209.000.000,>1.000 - 1.500 cc,"Pasar Minggu, Jakarta Selatan",Automatic,20.000-25.000 Km,"Deskripsi FOR SALE Suzuki Ertiga XL7 XL 7 Beta Hybrid AT Hitam NIK 2023 KM22rb Record AUTHORIZED !! - BELI MOBIL BEKAS TANPA KHAWATIR CUMA DI BELANJAMOBIL! Kami Berikan Garansi Langsung 1 Tahun GRATIS! Jaminan Garansi Meliputi : 1. Mesin 2. Transmisi 3. ⁠AC 4. ⁠Kaki-kaki 5. ⁠Sistem Pengereman 6. ⁠Layanan ERA (Emergency Road Asistance, Towing darurat) Bonus! Free Detailing (pembersihan) 2x (1 tahun) -UNIT 100% BEBAS TABRAK DAN BEBAS BANJIR (garansi uang kembali) -Dokumen ABSAH ⁠Focus Motor / Belanja Mobil sudah hadir di Indonesia sejak 25 tahun. Prioritas kami adalah menjaga kepuasan customer dan berkomitmen untuk menghadirkan mobil bekas terbaik untuk konsumen. - OTR KREDIT 209JT OTR CASH ASK Bunga Premium TDP 57,855,169 Angs 5,456,000 x47 TDP 52,101,762 Angs 4,796,000 x59 DP Minim Tdp 42jt Angs 5,880,500 x47 tlo Tdp 39jt Abgs 5,172,500 x59 tlo UNTUK REQUEST DP / HITUNGAN LAIN, SILAHKAN HUBUNGI KAMI Harga kredit tertera adalah harga minimal kredit dengan tenor 4 & 5 tahun, diluar itu mengikuti harga Cash (karena kami mensubsidi refund bunga kepada anda) - Spesifikasi : #Pajak Bulan 10-2025 #Tangan1daribaruPribadi - Dual SRS Airbags, ABS, EBD, ESP, HHC - Keyless Start Engine - AC Digital Double Blower - Electric Retract Mirror + Audiosteer - Headunit Touchscreen Original + Camera - Interior Jok Orisinil Fabric, Headlamp DRL, Foglamp, Spoiler, Sensorparking, Velg OEM, Roofrail - Buku Service Buku Manual Kunciserep LOKASI : Bursa Otomotif Mangga Dua Square, Focus Motor, Jakarta Utara. (UIW) (A)"
